Customer Type,Comments,Identified_Language,Translated_Language,Response,Categorisation,Sentiment,Sector,Flight No,Flight Date,Cabin Class,Seat No,Aircraft Version,Tail No,FFP Member,Gender,Age,Country,sentiment,sentiment_score,keywords,keywords_label,keywords_relevance,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,concepts_text,concepts_relevance
Detractor,F&B: Comments,en,No comments ,No comments ,None,Neutral,TNR-MRU,NK0289,28/07/2019,ECONOMY,037D,339,3BNBU,NO,Male,35-44,Mauritius,neutral,0,comments,neutral,0.997527,0.088473,0.074744,0.091248,0.179551,0.148831,,
Detractor,F&B: Comments,en,the bread served is so hard i think it gone beyond its shelf life,the bread served is so hard i think it gone beyond its shelf life,Poor food quality,Negative,KUL-MRU,NK0647,11/08/2019,ECONOMY,033C,343C,3BNBD,NO,Male,35-44,Mauritius,negative,-0.856769,shelf life,negative,0.973956,0.109427,0.349448,0.110675,0.283473,0.325441,Yeast,0.899832
Promoter,F&B: Comments,fr,Very short flight 30mn a drink served ,Vol très court 30mn une boisson servie ,Other,Neutral,RUN-MRU,NK0219,11/08/2019,ECONOMY,019H,339,3BNBU,NO,Male,55-64,France,neutral,0,short flight 30mn,neutral,0.999041,0.099458,0.213921,0.097206,0.090746,0.186703,,
Passive,F&B: Comments,en,None,None,None,Neutral,MRU-DUR,NK0845,11/08/2019,ECONOMY,012A,319,3BNBH,YES,Male,45-54,South Africa,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Promoter,F&B: Comments,en,Food excellent (must be new provider),Food excellent (must be new provider),Excellent service,Positive,LHR-MRU,NK0053,11/08/2019,ECONOMY,015H,339,3BNBV,NO,Male,76 & over,United Kingdom,positive,0.962317,Food,positive,0.937512,0.03292,0.05848,0.016193,0.790802,0.016332,,
Detractor,F&B: Comments,en,"They gave us the minimum instead of a can of cold drink or x small bottle of wine 
","They gave us the minimum instead of a can of cold drink or x small bottle of wine 
",Quantity of beverage offered,Negative,LHR-MRU,NK0053,11/08/2019,ECONOMY,026G,339,3BNBV,NO,Male,55-64,United Kingdom,neutral,0,can of cold drink,neutral,0.919555,0.109332,0.082995,0.023441,0.499022,0.101209,Alcoholic beverage,0.869401
Promoter,F&B: Comments,en,They took too much time for the service n refused to take back my plate before completion of the slow service ,They took too much time for the service n refused to take back my plate before completion of the slow service ,Slow service,Negative,MRU-BOM,NK0748,11/08/2019,ECONOMY,033C,339,3BNBU,NO,Female,26-34,India,negative,-0.948045,much time,negative,0.909874,0.305153,0.312115,0.068893,0.024506,0.472517,Too Much Time on My Hands,0.895888
Promoter,F&B: Comments,fr,Not all ok,Non tout ok,Good service,Positive,MRU-CDG,NK0036,10/08/2019,ECONOMY,017B,343C,3BNAU,NO,Female,35-44,Switzerland,negative,-0.693048,,,,0.088473,0.074744,0.091248,0.179551,0.148831,,
Detractor,F&B: Comments,fr,"Quantities and choice are minimal.
The piece of bread served at breakfast is frozen.
No choice at the meal level. It's a vegetarian or a chicken ","Les quantités et le choix est minimal.
Le morceau de pain servi au petit déjeuner est glacé.
Pas de choix au niveau des repas. Cest ou végétarien ou du poulet ",Quantity of food,Negative,BOM-MRU,NK0749,10/08/2019,ECONOMY,020B,343C,3BNBE,NO,Female,35-44,Mauritius,negative,-0.474244,piece of bread,neutral,0.985273,0.036551,0.40465,0.010772,0.553052,0.063055,Breakfast,0.891559
Detractor,F&B: Comments,en,Yes. for the food maybe you can offer more varieties...less curry. more fruits. cheese. a good salad with lettuce. ,Yes. for the food maybe you can offer more varieties...less curry. more fruits. cheese. a good salad with lettuce. ,More variety of food ,Negative,LHR-MRU,NK0053,10/08/2019,ECONOMY,,339,3BNBU,NO,Female,26-34,Mauritius,positive,0.532421,good salad,positive,0.943529,0.045109,0.131464,0.061366,0.573369,0.175156,Salad,0.856465
Detractor,F&B: Comments,en,"Great food. 
Cabin crew took 1.5hrs to collect empty trays though. ","Great food. 
Cabin crew took 1.5hrs to collect empty trays though. ",Excellent service,Negative,NBO-MRU,NK0535,10/08/2019,ECONOMY,005F,319,3BNBH,NO,Male,26-34,United Arab Emirates,positive,0.561804,Cabin crew,negative,0.999942,0.101758,0.072109,0.078549,0.31421,0.431457,Cabin Crew,0.91136
Passive,F&B: Comments,en,The food seriously needs improvement. I had fish and there was more batter than fish. My cake was missing a piece which looked like someone took a bite in it.,The food seriously needs improvement. I had fish and there was more batter than fish. My cake was missing a piece which looked like someone took a bite in it.,Needs improvement,Negative,JNB-MRU,NK0852,10/08/2019,ECONOMY,043A,359,3BNBQ,YES,Male,35-44,Mauritius,negative,-0.906338,cake,negative,0.713875,0.309069,0.395693,0.183614,0.02408,0.445035,Maslow's hierarchy of needs,0.835081
Promoter,F&B: Comments,en,I would have liked the option of English Breakfast Tea at breakfast time.,I would have liked the option of English Breakfast Tea at breakfast time.,Recommendations,Negative,LHR-MRU,NK0053,10/08/2019,BUSINESS,003A,339,3BNBU,NO,Female,65-75,United Kingdom,positive,0.869101,option of English Breakfast Tea,positive,0.951216,0.014113,0.031356,0.025809,0.77891,0.046374,,
Promoter,F&B: Comments,en,"No
It would just a plus if you could change the menu of the Jain veg meal else it's OK now. ","No
It would just a plus if you could change the menu of the Jain veg meal else it's OK now. ",Veg meal,Positive,BOM-MRU,NK0749,09/08/2019,ECONOMY,027B,339,3BNBU,YES,Female,26-34,Mauritius,positive,0.67083,menu of the Jain veg meal,positive,0.901056,0.085323,0.054826,0.087909,0.21098,0.35965,Snack food,0.860572
Promoter,F&B: Comments,en,Breakfast should be more than a croissant,Breakfast should be more than a croissant,Breakfast,Negative,MRU-SIN,NK0646,09/08/2019,BUSINESS,003A,332,3BNBM,NO,Male,45-54,France,neutral,0,Breakfast,neutral,0.980057,0.031213,0.058866,0.067083,0.671875,0.051641,Breakfast,0.9044
Passive,F&B: Comments,en,The food was terrible. neither my wife or I could eat any of it. It's not hard to make a decent scrambled egg but ours were cold and tasteless.,The food was terrible. neither my wife or I could eat any of it. It's not hard to make a decent scrambled egg but ours were cold and tasteless.,Poor food quality,Negative,MAA-MRU,NK0747,09/08/2019,ECONOMY,019H,332,3BNBM,NO,Male,45-54,United States,negative,-0.990418,decent scrambled egg,negative,0.933009,0.118665,0.371613,0.099447,0.304898,0.241056,Food,0.928528
Promoter,F&B: Comments,en,Great idea to give a bottle of water to everyone- it would be amazing if we could use a recyclable matreial:),Great idea to give a bottle of water to everyone- it would be amazing if we could use a recyclable matreial:),Plastic & wastage reduction,Positive,MRU-BLR,NK0746,08/08/2019,ECONOMY,041H,332,3BNBM,YES,Female,35-44,Mauritius,positive,0.966364,Great idea,positive,0.999941,0.013612,0.013333,0.013389,0.932693,0.014305,Classical element,0.858456
Passive,F&B: Comments,en,Second round of beverages would enhance the experience without much additional cost.,Second round of beverages would enhance the experience without much additional cost.,Recommendations,Negative,DEL-MRU,NK0745,08/08/2019,ECONOMY,016H,332,3BNBM,NO,Male,45-54,India,neutral,0,much additional cost,neutral,0.88727,0.43689,0.0609,0.037699,0.080761,0.168985,Yolanda Adams,0.837933
Passive,F&B: Comments,en,None,None,None,Neutral,NBO-MRU,NK0535,08/08/2019,ECONOMY,014C,319,3BNBF,NO,Male,35-44,Kenya,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Promoter,F&B: Comments,fr,Fruit as papaya. Pasteas. Pineapple is not very good. Malagasy that is tropical fruits.,Les fruits comme papaye. pasteque. ananas ne sont pas tres bon. malgre que se soit des fruits tropicaux.,Fruits,Negative,MRU-CDG,NK0034,08/08/2019,ECONOMY,,359,3BNBQ,NO,Female,35-44,France,negative,-0.55473,tropical fruits,neutral,0.994048,0.074321,0.056683,0.034597,0.42736,0.083629,Fruit,0.987553
Passive,F&B: Comments,en,To omprove the quality of the food,To omprove the quality of the food,Needs improvement,Negative,NBO-MRU,NK0535,08/08/2019,ECONOMY,010C,319,3BNBF,YES,Male,65-75,Kenya,neutral,0,quality of the food,neutral,0.5,0.097633,0.219476,0.126651,0.489119,0.114846,,
Promoter,F&B: Comments,en,Good,Good,Good service,Positive,BOM-MRU,NK0749,07/08/2019,ECONOMY,036A,339,3BNBV,NO,Male,35-44,India,positive,0.903402,,,,0.0,0.0,0.0,0.880435,0.0,,
Passive,F&B: Comments,en,"Got food very late. Aperitifs served after main dish was over
Snacks not given since main dish already served","Got food very late. Aperitifs served after main dish was over
Snacks not given since main dish already served",Time taken to complete the entire meal service,Negative,MRU-DEL,NK0744,07/08/2019,ECONOMY,027A,332,3BNBM,NO,Female,45-54,Mauritius,negative,-0.879689,main dish,negative,0.977389,0.044342,0.270809,0.092105,0.178108,0.404991,Meal,0.932212
Passive,F&B: Comments,fr,Not an appropriate kosher return !!! C was a time when we were not allowed to eat meat. Result: We were unable to eat ...... ,Repas casher non approprié !!! C était une période où il nous est interdit de consommer de la viande . Résultat : nous n avons rien pu manger ...... ,No meal,Negative,CDG-MRU,NK0047,07/08/2019,ECONOMY,,343C,3BNAU,YES,Female,45-54,France,negative,-0.867777,appropriate kosher return,negative,0.971601,0.118633,0.282781,0.025903,0.134919,0.622686,Meat,0.886784
Detractor,F&B: Comments,en,Asked for coke- maybe got a quarter can.,Asked for coke- maybe got a quarter can.,Quantity of beverage offered,Negative,JNB-MRU,NK0852,07/08/2019,ECONOMY,,343C,3BNBD,NO,Male,35-44,South Africa,neutral,0,coke,neutral,0.812132,0.255695,0.082043,0.176659,0.149263,0.319908,Beer,0.860369
Passive,F&B: Comments,en,No tea/coffee for main meal because of turbulence. No aperetif.,No tea/coffee for main meal because of turbulence. No aperetif.,Beverages,Negative,MRU-CDG,NK0034,07/08/2019,ECONOMY,016F,359,3BNBP,NO,Male,55-64,France,negative,-0.809434,main meal,negative,0.995214,0.012219,0.100549,0.019299,0.084911,0.338972,Meal,0.886784
Passive,F&B: Comments,fr,Change service provider for repas.cest ,Changer de prestataire de service pour le repas.c'est immangeable ,Poor food quality,Negative,MRU-KUL,NK0646,07/08/2019,ECONOMY,015F,339,3BNBU,NO,Female,35-44,Mauritius,positive,0.745892,service provider,positive,0.999967,0.109556,0.07953,0.015313,0.072061,0.105387,Service provider,0.91136
Detractor,F&B: Comments,en,"Bread as hard as a rock is served - straight from the fridge or stale.  Canapés - satay (meet skewers) was freezing cold/ it should be heated up. No cutlery to eat it.

No cutlery for desserts.

The way the service cutlery and the meals are provided or clearing of empty plates could be better - they just pile the plates as any average Resto. They should clear plates by seat and return it to the food preparation area

","Bread as hard as a rock is served - straight from the fridge or stale.  Canapés - satay (meet skewers) was freezing cold/ it should be heated up. No cutlery to eat it.

No cutlery for desserts.

The way the service cutlery and the meals are provided or clearing of empty plates could be better - they just pile the plates as any average Resto. They should clear plates by seat and return it to the food preparation area

",Poor food quality,Negative,SIN-MRU,NK0647,06/08/2019,BUSINESS,004A,339,3BNBV,NO,Male,35-44,Singapore,negative,-0.721127,clearing of empty plates,negative,0.846719,0.132871,0.503931,0.080943,0.159689,0.255698,Food,0.92672
Passive,F&B: Comments,en,ON mk844 into Mauritius the service of drinks is a little lacking,ON mk844 into Mauritius the service of drinks is a little lacking,Quantity of beverage offered,Negative,MRU-CPT,NK0843,06/08/2019,ECONOMY,011B,343C,3BNBD,NO,Female,55-64,Mauritius,negative,-0.949186,mk844,negative,0.996444,0.071198,0.058065,0.009403,0.056599,0.042283,Service of process,0.886784
Promoter,F&B: Comments,en,My only comment would be to serve higher quality coffee ,My only comment would be to serve higher quality coffee ,Coffee,Negative,LHR-MRU,NK0057,06/08/2019,BUSINESS,005A,339,3BNBU,YES,Male,35-44,United Kingdom,neutral,0,only comment,neutral,0.97855,0.078443,0.188602,0.078382,0.580291,0.052003,2002 albums,0.864456
Promoter,F&B: Comments,en,In between meals beverages were always available ,In between meals beverages were always available ,Compliment,Positive,LHR-MRU,NK0057,06/08/2019,ECONOMY,038B,339,3BNBU,NO,Male,76 & over,Mauritius,neutral,0,meals beverages,neutral,0.5,0.054363,0.034275,0.005685,0.091683,0.217771,,
Passive,F&B: Comments,en,Thats the first time travelling in business class it was a great experience service /food was really good but however the food served in economy was really bad cause I got relatives travelling on the same flight in economy that day.,Thats the first time travelling in business class it was a great experience service /food was really good but however the food served in economy was really bad cause I got relatives travelling on the same flight in economy that day.,Excellent service,Negative,MRU-PER,NK0440,06/08/2019,BUSINESS,001J,332,3BNBM,NO,Male,45-54,Australia,positive,0.368836,business class,negative,0.914677,0.164575,0.035743,0.191487,0.430035,0.303158,English-language films,0.941787
Promoter,F&B: Comments,pt,In the,No,None,Neutral,BLR-MRU,NK0747,06/08/2019,ECONOMY,021D,332,3BNBL,NO,Female,65-75,India,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Detractor,F&B: Comments,en,It took a very long time to collect the trays after finishing the meal. ,It took a very long time to collect the trays after finishing the meal. ,Slow service,Negative,MRU-CPT,NK0843,06/08/2019,ECONOMY,010B,343C,3BNBD,YES,Female,55-64,Mauritius,neutral,0,long time,neutral,0.999146,0.062352,0.189912,0.027599,0.382707,0.339477,,
Promoter,F&B: Comments,pt,In the,No,None,Neutral,MRU-PER,NK0440,06/08/2019,ECONOMY,025D,332,3BNBM,NO,Male,45-54,Mauritius,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,F&B: Comments,pt,Ras,Ras,None,Neutral,RUN-MRU,NK0219,05/08/2019,ECONOMY,,359,3BNBP,NO,Male,35-44,France,neutral,0,Ras,neutral,0.5,0.0,0.0,0.0,0.0,0.0,,
Passive,F&B: Comments,fr,The Immaculate dessert ,Le dessert immangeable ,Poor food quality,Negative,MRU-TNR,NK0288,05/08/2019,BUSINESS,004A,359,3BNBP,NO,Female,45-54,France,positive,0.798472,Immaculate dessert,positive,0.5,0.141005,0.071522,0.127882,0.251405,0.065727,Immaculate Conception,0.886784
Detractor,F&B: Comments,en,See above! Appetizers. main course just not good. Ultimately. I only ate the sandwiches ( just before landing...),See above! Appetizers. main course just not good. Ultimately. I only ate the sandwiches ( just before landing...),Poor food quality,Negative,MRU-AMS,NK0062,05/08/2019,BUSINESS,007E,343C,3BNBE,NO,Female,55-64,Netherlands,negative,-0.600875,main course,negative,0.999399,0.017702,0.289438,0.126033,0.199965,0.196847,Entrée,0.927904
Detractor,F&B: Comments,en,More variety.,More variety.,More variety of food ,Negative,MRU-RRG,NK0126,05/08/2019,ECONOMY,014A,AT7,3BNBO,NO,Male,55-64,Mauritius,neutral,0,variety,neutral,0.891414,0.0,0.0,0.0,0.0,0.0,,
Detractor,F&B: Comments,fr,When there was no fish left the alternative proposed c was fish or yours and so it was nothing for my children 6 and 15 years old,Lorsqu'il ne restait plus de poisson aune alternative proposée c était poisson ou tien et donc cela a été rien pour mes enfants de 6 et 15 ans,Quantity of food served,Negative,AMS-MRU,NK0073,05/08/2019,ECONOMY,037B,343C,3BNBE,NO,Female,45-54,France,negative,-0.744563,alternative proposed c,negative,0.965091,0.096543,0.315231,0.036258,0.155746,0.476179,The Alternative,0.91136
Promoter,F&B: Comments,en,Some times the meal served is toppo repetitive. would have been nice if meals could be altered . at least monthly or yearly,Some times the meal served is toppo repetitive. would have been nice if meals could be altered . at least monthly or yearly,More variety of food ,Negative,MRU-RRG,NK0130,04/08/2019,ECONOMY,015D,AT7,3BNBO,NO,Female,18-21,Mauritius,negative,-0.872323,times,negative,0.802441,0.049508,0.145377,0.012948,0.547546,0.21125,Time,0.932724
Promoter,F&B: Comments,fr,No restore service. As before. A small sandwich or qq snacks are welcome,Pas de service de restauration. Comme auparavant. un petit sandwich ou qq snacks sont le bienvenu,Poor service,Negative,MRU-ZSE,NK0256,04/08/2019,ECONOMY,004D,AT7,3BNBG,NO,Male,45-54,Reunion,positive,0.358545,small sandwich,positive,0.996046,0.037853,0.060817,0.007234,0.166503,0.770596,Anees Bazmee,0.831344
